trust_code,trust_name,mrc_off_201718,mrc_off_201819,mrc_off_201920,mrc_off_202021,mrc_off_202122,mrc_off_202223,mrc_off_202324,mrc_on_201718,mrc_on_201819,mrc_on_201920,mrc_on_202021,mrc_on_202122,mrc_on_202223,mrc_on_202324,mrc_service_provision_201718,mrc_service_provision_201819,mrc_service_provision_201920,mrc_service_provision_202021,mrc_service_provision_202122,mrc_service_provision_202223,mrc_service_provision_202324,mrc_type_201718,mrc_type_201819,mrc_type_201920,mrc_type_202021,mrc_type_202122,mrc_type_202223,mrc_type_202324,mrc_total_201718,mrc_total_201819,mrc_total_201920,mrc_total_202021,mrc_total_202122,mrc_total_202223,mrc_total_202324,current_name_in_foi,trust_type_from_foi,trust_epr,in_foi_data,all_admissions_22,emergency_admissions_22,mrc_total_202324_perpatient
RJ2,THE LEWISHAM AND GREENWICH NHS TRUST,198978.0,529083.0,441823.0,476358.0,304802.0,468622.0,293000.0,2842811.0,2338185.0,2869492.0,2380004.0,2338185.0,2086281.0,2006167.0,Hybrid,Hybrid,Hybrid,Hybrid,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3041789.0,2867268.0,3311315.0,2856362.0,2642987.0,2554903.0,2299167.0,LEWISHAM AND GREENWICH NHS TRUST,Acute,Oracle Cerner Corporation,True,729493.0,757718.0,3.15
RBT,THE MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,160000.0,192000.0,187452.0,189236.0,183357.0,207885.0,209547.0,472013.0,619277.0,1079474.0,833374.0,940040.0,924149.0,946502.0,Internal,Internal,Internal,Internal,Internal,Internal,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,632013.0,811277.0,1266926.0,1022610.0,1123397.0,1132034.0,1156049.0,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Acute,No EPR -  in process of getting one,True,302164.0,302164.0,3.83
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,161277.0,169111.0,171844.0,779599.0,1211426.0,1482013.0,978739.0,1934819.0,2148557.0,1672677.0,1638225.0,1191760.0,1194484.0,819375.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2096096.0,2317668.0,1844521.0,2417824.0,2403186.0,2676497.0,1798114.0,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,361667.0,338949.0,4.97
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,116842.0,152541.0,164064.0,160265.0,70717.0,47338.0,58477.0,821272.0,899377.0,949191.0,996306.0,1146586.0,1079819.0,1100693.0,Internal,Hybrid,Hybrid,Internal,Hybrid,Hybrid,Internal,Paper,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1. Paper,938114.0,1051918.0,1113255.0,1156571.0,1217303.0,1127157.0,1159170.0,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Acute,Cambio Healthcare Systems Ltd,True,328514.0,367445.0,3.53
RCX,THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRUST,18929.0,27425.0,88000.0,105208.0,35709.0,37407.0,53358.0,488064.0,487179.0,682260.0,686545.0,504577.0,677278.0,689816.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,506993.0,514604.0,770260.0,791753.0,540286.0,714685.0,743174.0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Acute,No EPR -  in process of getting one,True,249016.0,242180.0,2.98
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,49041.0,55908.0,65956.0,83806.0,80362.0,109205.0,91697.0,1048971.0,1263912.0,1411940.0,1561580.0,1592469.0,1585285.0,1488433.0,Hybrid,Hybrid,Hybrid,Hybrid,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1098012.0,1319820.0,1477896.0,1645386.0,1672831.0,1694490.0,1580130.0,THE ROTHERHAM NHS FOUNDATION TRUST,Acute,Meditech Group Limited,True,264984.0,264984.0,5.96
RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,447905.0,322257.0,373080.0,0.0,0.0,0.0,0.0,862239.0,718214.0,566244.0,0.0,0.0,0.0,0.0,Hybrid,Hybrid,Other,,,,,Mixed,3. Mixed,3. Mixed,,,,,1310144.0,1040471.0,939324.0,0.0,0.0,0.0,0.0,,,,False,,,
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,63216.0,64358.0,73887.0,76591.0,104035.0,124705.0,105000.0,221052.0,240854.0,254504.0,238261.0,190658.0,196526.0,198000.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,1. Paper,3. Mixed,3. Mixed,284268.0,305212.0,328391.0,314852.0,294693.0,321231.0,303000.0,THE ROYAL MARSDEN NHS FOUNDATION TRUST,Acute,Epic Systems Corporation,True,,,
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,46436.0,46099.0,55426.0,58740.0,61070.0,61001.0,60997.0,397700.0,423567.0,463036.0,489909.0,743631.0,850074.0,949917.0,Hybrid,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,444136.0,469666.0,518462.0,548649.0,804701.0,911075.0,1010914.0,THE ROYAL WOLVERHAMPTON NHS TRUST,Acute,No EPR -  in process of getting one,True,430296.0,414782.0,2.35
RA9,"TORBAY AND SOUTH DEVON HEALTH CARE NHS FOUNDATION TRUST, TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",24398.0,15350.0,22272.0,41796.0,119760.0,52711.0,49464.0,1170615.0,1227210.0,1709494.0,1733608.0,1896699.0,2151499.0,2371652.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1195013.0,1242560.0,1731766.0,1775404.0,2016459.0,2204210.0,2421116.0,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Acute,No EPR -  in process of getting one,True,277671.0,277671.0,8.72
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,361510.0,350038.0,350048.0,428993.0,407548.0,459608.0,539012.0,2618524.0,2762657.0,2747283.0,2777661.0,2869751.0,2996812.0,2941683.0,Internal,Hybrid,Hybrid,Internal,Internal,Internal,Internal,Paper,1. Paper,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2980034.0,3112695.0,3097331.0,3206654.0,3277299.0,3456420.0,3480695.0,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Acute,No EPR -  in process of getting one,True,603262.0,603767.0,5.77
RRV,"UNIVERSITY COLLEGE LONDON NHS FOUNDATION TRUST, UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1427203.0,1473529.0,986858.0,777557.0,868737.0,1011189.0,604585.0,2422793.0,2425849.0,2088289.0,1874902.0,1601203.0,1630913.0,1385012.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Paper,1. Paper,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3849996.0,3899378.0,3075147.0,2652459.0,2469940.0,2642102.0,1989597.0,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Acute,Epic Systems Corporation,True,271165.0,254055.0,7.34
RJE,"UNIVERSITY HOSPITAL OF NORTH MIDLANDS NHS TRUST, UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",320000.0,393717.0,351445.0,408568.0,350307.0,325124.0,343478.0,1843818.0,811518.0,941069.0,916513.0,981131.0,1023472.0,1008677.0,Internal,Internal,Internal,Internal,Internal,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2163818.0,1205235.0,1292514.0,1325081.0,1331438.0,1348596.0,1352155.0,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Acute,System C Healthcare Ltd,True,658382.0,658382.0,2.05
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,154901.0,230149.0,155887.0,150805.0,155385.0,160023.0,185534.0,1434557.0,1208096.0,1214484.0,843922.0,777943.0,751723.0,792131.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1589458.0,1438245.0,1370371.0,994727.0,933328.0,911746.0,977665.0,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,Acute,Generic or In House EPR Provider,True,468295.0,468295.0,2.09
RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST, UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST",15726.0,638429.0,35554.0,23612.0,1076031.0,23831.0,44737.0,1678907.0,2545195.0,4998102.0,5102367.0,4052129.0,3886591.0,4036713.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1694633.0,3183624.0,5033656.0,5125979.0,5128160.0,3910422.0,4081450.0,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Acute,Generic or In House EPR Provider,True,1320003.0,1317641.0,3.09
RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST, UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST",83574.0,80969.0,76620.0,190350.0,936688.0,232243.0,253013.0,361528.0,368756.0,376131.0,943867.0,194083.0,1007054.0,3180721.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Electronic,2. Electronic,2. Electronic,2. Electronic,2. Electronic,3. Mixed,3. Mixed,445102.0,449725.0,452751.0,1134217.0,1130771.0,1239297.0,3433734.0,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Acute,System C Healthcare Ltd,True,487159.0,499241.0,7.05
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2400000.0,2500000.0,2397786.0,1514180.0,1610580.0,2702189.0,1582431.0,0.0,0.0,0.0,97535.0,61346.0,0.0,0.0,Extenal,Extenal,Extenal,Other,External,External,External,Mixed,1. Paper,1. Paper,1. Paper,3. Mixed,3. Mixed,3. Mixed,2400000.0,2500000.0,2397786.0,1611715.0,1671926.0,2702189.0,1582431.0,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Acute,Oracle Cerner Corporation,True,507316.0,515315.0,3.12
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,0.0,0.0,0.0,989106.0,477552.0,460039.0,227047.0,0.0,0.0,0.0,1052080.0,1269710.0,1243808.0,1318124.0,,,,Hybrid,Hybrid,Hybrid,Hybrid,,,,3. Mixed,3. Mixed,3. Mixed,3. Mixed,0.0,0.0,0.0,2041186.0,1747262.0,1703847.0,1545171.0,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Acute,Graphnet Health Ltd,True,574181.0,574181.0,2.69
RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST, DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",245984.0,352656.0,1934705.0,2231339.0,2082259.0,2100094.0,4515960.0,2586873.0,4322182.0,2893490.0,2645582.0,2643332.0,2657993.0,558321.0,Internal,Hybrid,Hybrid,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2832857.0,4674838.0,4828195.0,4876921.0,4725591.0,4758087.0,5074281.0,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Acute,Dedalus Healthcare Ltd,True,843151.0,808265.0,6.02
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,463946.0,625606.0,621306.0,601419.0,562297.0,805945.0,943096.0,1015608.0,2021201.0,2153872.0,71895.0,2171926.0,2339561.0,2455960.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Paper,1. Paper,3. Mixed,3. Mixed,1. Paper,3. Mixed,3. Mixed,1479554.0,2646807.0,2775178.0,673314.0,2734223.0,3145506.0,3399056.0,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Acute,Nervecentre Software Ltd,True,992609.0,963802.0,3.42
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1106548.0,542720.0,609325.0,857635.0,889653.0,704253.0,668441.0,0.0,395533.0,318536.0,0.0,0.0,0.0,0.0,Internal,Internal,Internal,Internal,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,1. Paper,3. Mixed,3. Mixed,1106548.0,938253.0,927861.0,857635.0,889653.0,704253.0,668441.0,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Acute,Dedalus Healthcare Ltd,True,353521.0,353521.0,1.89
RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST, PLYMOUTH HOSPITALS NHS TRUST",1110228.0,64000.0,86500.0,73324.0,83177.0,136852.0,149191.0,0.0,1272401.0,1514412.0,2384015.0,2428992.0,3653600.0,3678866.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,1. Paper,3. Mixed,3. Mixed,1110228.0,1336401.0,1600912.0,2457339.0,2512169.0,3790452.0,3828057.0,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Acute,No EPR -  in process of getting one,True,452631.0,452631.0,8.46
RBK,WALSALL HEALTHCARE NHS TRUST,210757.0,301171.0,311480.0,294799.0,337457.0,278731.0,442836.0,988045.0,1176797.0,1122947.0,1215930.0,1103970.0,1237793.0,1358128.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1. Paper,3. Mixed,1198802.0,1477968.0,1434427.0,1510729.0,1441427.0,1516524.0,1800964.0,WALSALL HEALTHCARE NHS TRUST,Acute,System C Healthcare Ltd,True,263732.0,296541.0,6.83
RET,WALTON CENTRE NHS FOUNDATION TRUST,62898.0,16772.0,63186.0,59456.0,11636.0,7924.0,45325.0,44090.0,53168.0,64197.0,71640.0,71697.0,71255.0,73203.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,106988.0,69940.0,127383.0,131096.0,83333.0,79179.0,118528.0,THE WALTON CENTRE NHS FOUNDATION TRUST,Acute,Generic or In House EPR Provider,True,,,
RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST, WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST",175770.0,218739.0,262955.0,294353.0,133781.0,286581.0,326837.0,625488.0,646586.0,660658.0,566211.0,470504.0,508691.0,483209.0,Hybrid,Hybrid,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,801258.0,865325.0,923613.0,860564.0,604285.0,795272.0,810046.0,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Acute,Dedalus Healthcare Ltd,True,273996.0,273996.0,2.96
RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST, WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST",215760.0,251171.0,331296.0,351453.0,461413.0,972547.0,625714.0,1027673.0,1190841.0,1106449.0,1028924.0,957332.0,661617.0,497663.0,Hybrid,Hybrid,Internal,Internal,Other,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1243433.0,1442012.0,1437745.0,1380377.0,1418745.0,1634164.0,1123377.0,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Acute,Oracle Cerner Corporation,True,465293.0,473009.0,2.41
RKL,"WEST LONDON NHS TRUST, WEST LONDON MENTAL HEALTH NHS TRUST",133705.0,162224.0,105032.0,119686.0,160953.0,124215.0,114660.0,54891.0,54891.0,60081.0,62870.0,72443.0,69896.0,64366.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1. Paper,188596.0,217115.0,165113.0,182556.0,233396.0,194111.0,179026.0,WEST LONDON NHS TRUST,Mental Health and Community (Combined),TPP,True,,,
RYA,"WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST, WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,Ambulance,Cleric Computer Services Ltd,True,,,
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,39918.0,0.0,0.0,0.0,0.0,0.0,0.0,1097261.0,1305402.0,845278.0,804335.0,744661.0,879508.0,1074054.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1137179.0,1305402.0,845278.0,804335.0,744661.0,879508.0,1074054.0,WEST SUFFOLK NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,278030.0,272172.0,3.86
RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST, UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST",30000.0,58000.0,53734.0,12986.0,3068085.0,2721185.0,3200340.0,2708018.0,2481402.0,2418225.0,2137945.0,2122849.0,2041126.0,2280255.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Internal,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2738018.0,2539402.0,2471959.0,2150931.0,5190934.0,4762311.0,5480595.0,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Acute,Generic or In House EPR Provider,True,1012289.0,1012289.0,5.41
RA3,WESTON AREA HEALTH NHS TRUST,72000.0,20159.0,119666.0,0.0,0.0,0.0,0.0,0.0,109621.0,549229.0,0.0,0.0,0.0,0.0,Hybrid,Hybrid,Internal,,,,,Mixed,3. Mixed,3. Mixed,,,,,72000.0,129780.0,668895.0,0.0,0.0,0.0,0.0,,,,False,,,
RKE,WHITTINGTON HEALTH NHS TRUST,342382.0,0.0,0.0,0.0,175000.0,77111.0,78200.0,0.0,890152.0,1100339.0,862848.0,934776.0,733215.0,765830.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,342382.0,890152.0,1100339.0,862848.0,1109776.0,810326.0,844030.0,WHITTINGTON HEALTH NHS TRUST,Acute,System C Healthcare Ltd,True,215397.0,245319.0,3.92
RY7,"WIRRAL COMMUNITY NHS FOUNDATION TRUST, WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST",0.0,0.0,59803.0,33777.0,34090.0,31282.0,46755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Internal,Extenal,External,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,0.0,0.0,59803.0,33777.0,34090.0,31282.0,46755.0,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,Community,TPP,True,,,
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,64726.0,49120.0,11957.0,15576.0,88774.0,36985.0,45959.0,925698.0,933183.0,901498.0,197750.0,184912.0,189984.0,235685.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,990424.0,982303.0,913455.0,213326.0,273686.0,226969.0,281644.0,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,344060.0,344060.0,0.82
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,423683.0,409692.0,514116.0,55000.0,67542.0,0.0,102091.0,0.0,0.0,54411.0,2000000.0,1845942.0,0.0,744478.0,Other,Hybrid,Hybrid,External,External,Hybrid,External,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2. Electronic,423683.0,409692.0,568527.0,2055000.0,1913484.0,0.0,846569.0,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Acute,Altera Digital Health,True,577848.0,577848.0,1.47
R1A,"WORCESTERSHIRE HEALTH AND CARE NHS TRUST, HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST",107682.0,118345.0,128996.0,140606.0,211261.0,221822.0,123636.0,155193.0,169347.0,184588.0,201201.0,147636.0,155015.0,187229.0,Hybrid,Hybrid,Hybrid,Internal,Internal,Internal,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,262875.0,287692.0,313584.0,341807.0,358897.0,376837.0,310865.0,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,Mental Health and Community (Combined),Advanced Health and Care Limited,True,,,
RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",0.0,0.0,0.0,0.0,0.0,46124.0,44332.0,560326.0,644678.0,681800.0,617330.0,606359.0,742931.0,717784.0,Internal,Internal,Internal,Internal,Internal,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,560326.0,644678.0,681800.0,617330.0,606359.0,789055.0,762116.0,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Acute,Altera Digital Health,True,295963.0,295963.0,2.58
RLQ,WYE VALLEY NHS TRUST,124941.0,165337.0,228797.0,244406.0,221015.0,246935.0,237992.0,691757.0,751939.0,942994.0,866114.0,866114.0,965306.0,939236.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,816698.0,917276.0,1171791.0,1110520.0,1087129.0,1212241.0,1177228.0,WYE VALLEY NHS TRUST,Acute,IMS Maxims Ltd,True,204572.0,204572.0,5.75
RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,305225.0,55717.0,56023.0,55717.0,40428.0,60171.0,0.0,0.0,644998.0,635206.0,698861.0,700361.0,678825.0,0.0,Internal,Internal,Hybrid,Hybrid,Hybrid,Hybrid,,Paper,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,,305225.0,700715.0,691229.0,754578.0,740789.0,738996.0,0.0,,,,False,151832.0,187052.0,0.0
RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST, YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST",87771.0,129729.0,56068.0,192818.0,245148.0,0.0,127042.0,2668000.0,2130891.0,2075398.0,2248950.0,2048109.0,2032564.0,2383687.0,Hybrid,Internal,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2755771.0,2260620.0,2131466.0,2441768.0,2293257.0,2032564.0,2510729.0,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,Acute,Generic or In House EPR Provider,True,533847.0,556269.0,4.7
RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YORKSHIRE AMBULANCE SERVICE NHS TRUST,Ambulance,Generic or In House EPR Provider,True,,,
